"Indicator Name","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Global poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","68.6","68.8","69.1","69.2","69.1","68.6","69","69","69","69.2","69.6","70","70.5","70.6","69.9","69.9","69.4","69.3","69.8","69","68.3","67.5","66.9","65.5","64.2","62.9","61.5","60.4","59.4","57.8","56.3","55","53.2","52.1","51","50","48.8","47.4","46.3","47.2","45.7","44.9"
